episode,absolute error,step
1360,13710.249600589994,1138199
1361,13925.100106269483,1139199
1362,19476.4428802422,1140199
1363,19270.34014464037,1141199
1364,14650.776599540754,1142199
1365,16682.38513150135,1143199
1366,16575.641058722445,1144199
1367,17134.087713091496,1145199
1368,16814.97170767434,1146199
1369,16905.06216364186,1147199
1370,8500.016387286963,1147316
1371,15956.277379619807,1148316
1372,17547.42178620058,1149316
1373,17320.75354647823,1150316
1374,16222.13215916526,1151316
1375,12018.124508023904,1152316
1376,7908.675435004743,1153316
1377,13356.036678007482,1154316
1378,15568.604594132628,1155316
1379,7830.168856324531,1156316
1380,15811.884955729607,1157316
1381,22339.180935272165,1158316
1382,22933.50440705743,1159316
1383,14676.234105676354,1160316
1384,10595.015884864844,1161316
1385,6721.608922468043,1161400
1386,9872.169222955894,1162400
1387,5607.661630068949,1163400
1388,13131.22972075645,1164400
1389,16167.865975507722,1165400
1390,11010.076908821506,1166400
1391,17859.638279245206,1167400
1392,20289.076311502653,1168400
1393,15146.14214414727,1169400
1394,8856.669397807947,1170400
1395,5147.326537490832,1171400
1396,10549.648408554338,1172400
1397,6021.726620427284,1173400
1398,5231.583248787889,1174400
1399,5285.415984510119,1175400
1400,34170.994645703206,1175580
1401,5360.547665240414,1176580
1402,16702.174903862087,1177580
1403,4875.304555293707,1178580
1404,20880.7968386464,1179580
1405,6592.597337517223,1180580
1406,4727.038880969978,1181580
1407,5356.192039276822,1182580
1408,5376.290848633037,1183580
1409,6643.915404501867,1184580
1410,5634.910258384141,1185580
1411,20573.63801023748,1186580
1412,7445.008276021751,1187580
1413,8362.881226866575,1187683
1414,18482.20837707898,1188683
1415,15489.03713313667,1189683
1416,15360.316671690229,1190683
1417,14633.811899102282,1191683
1418,15359.035711726076,1192683
1419,14496.837905348397,1193683
1420,14278.65235484821,1194683
1421,15198.445301702252,1195683
1422,7628.034173722827,1196683
1423,10049.820828452826,1197683
1424,9641.397467638297,1198683
1425,10877.290329060152,1199683
1426,7283.64343812573,1200683
1427,16384.147215649158,1201683
1428,10119.754814061627,1202683
1429,23882.487386182653,1203683
1430,22663.421012376108,1204683
1431,6703.198627130589,1204767
1432,12905.644891860513,1205767
1433,25363.792614913207,1206767
1434,5148.881606292784,1207767
1435,4375.643224788064,1208767
1436,32183.297935745573,1209151
1437,7564.25887036913,1210151
1438,14996.022994822091,1211151
1439,18291.34848162468,1212151
1440,18080.83109506465,1213151
1441,5031.160046769651,1214151
1442,7040.170822319837,1215151
1443,5953.926522857632,1216151
1444,5246.2708731021885,1217151
1445,9456.982855047769,1218151
1446,17752.49855238837,1219151
1447,14418.117928576805,1220151
1448,21932.54607945081,1221151
1449,22681.356375382096,1222151
1450,8865.908502644337,1223151
1451,9889.057699312594,1224151
1452,6785.870769771064,1225151
1453,10984.092256488257,1226151
1454,16201.413249889452,1227151
1455,20008.77738128856,1228151
1456,17342.97695963754,1229151
1457,19020.843577465817,1230151
1458,19426.10348531581,1231151
1459,15066.215359800482,1232151
1460,16025.31300999944,1233151
1461,35994.58137245045,1233421
1462,15980.121719673903,1234421
1463,9364.329806303678,1235421
1464,18240.141611123407,1236421
1465,17673.33353402004,1237421
1466,16797.176126573042,1238421
1467,15606.235207712078,1239421
1468,11010.865323962067,1239557
1469,19060.27278499139,1240557
1470,19629.32613828523,1241557
1471,19827.37416414984,1242557
1472,20679.368820097232,1243557
1473,21134.991984661792,1244557
1474,18885.602470581885,1245557
1475,19634.88708912808,1246557
1476,14304.720553682497,1247557
1477,20166.575501846364,1248557
1478,21600.14055055292,1249557
1479,18358.49979200876,1250557
1480,20927.75158198067,1251557
1481,8149.337636534944,1252557
1482,12382.01905429007,1253202
1483,20724.71679572088,1254202
1484,6871.045473690265,1254293
1485,24099.72208740558,1255293
1486,16704.26704664934,1256293
1487,20256.7606044204,1257293
1488,15672.090885382227,1258293
1489,13049.667371374971,1259293
1490,13539.978198234005,1260293
1491,13971.273946828633,1261293
1492,4815.723463927003,1262293
1493,9967.771286956511,1263293
1494,9493.624297899098,1264293
1495,10596.810195520578,1265293
1496,16064.3793871629,1266293
1497,21170.071506973472,1267293
1498,19056.56351153816,1268293
1499,16373.208328043796,1269293
1500,20573.34003930805,1270293
1501,19599.36260166588,1271293
1502,20091.728397226914,1272293
1503,19069.35302238868,1273293
1504,11578.950936916595,1274293
1505,17262.83313348185,1275293
1506,17224.623024014923,1276293
1507,20363.19096370294,1277293
1508,9500.768114844986,1277410
1509,17715.56779447983,1278410
1510,9038.571712911224,1278516
1511,21254.583674877034,1279516
1512,18558.33280976722,1280516
1513,17930.12802746547,1281516
1514,18708.76350201109,1282516
1515,12482.557781611087,1283516
1516,17400.261374127338,1284516
1517,15425.603292024774,1285516
1518,10503.116501410072,1285617
1519,16196.44049494158,1286617
1520,14020.348953775723,1287617
1521,8971.98181322172,1287709
1522,17320.509725102474,1288709
1523,20389.77341844402,1289709
1524,20378.09295029171,1290709
1525,7798.802730714951,1290798
1526,19541.839175786867,1291798
1527,20519.907147244503,1292798
1528,19531.60897386434,1293798
1529,20495.038804695778,1294798
1530,15690.465395441242,1295798
1531,16655.28217628124,1296798
1532,12177.089252378048,1296911
1533,18867.7288041114,1297911
1534,19291.605038721827,1298911
1535,10504.63580563859,1299029
1536,13812.4026194095,1299167
1537,8622.6939479302,1299299
1538,11447.152301251766,1299426
1539,9353.405459071151,1299520
1540,16738.768210696075,1300520
1541,21577.390829006268,1301520
1542,8407.073868302414,1301619
1543,18504.534140063963,1302619
1544,17760.845653128978,1303619
1545,15676.799367653364,1304619
1546,13723.61674906084,1305619
1547,18150.25408459056,1306619
1548,15312.72645873416,1307619
1549,16716.255099459773,1308619
1550,25346.49316540073,1309619
1551,20823.287288275256,1310619
1552,20562.36644011056,1311619
1553,11982.307633800505,1312619
1554,4534.889764415279,1313619
1555,8267.352310844908,1313716
1556,5992.6758414250335,1314716
1557,26840.56834317796,1315716
1558,13989.351537172406,1316716
1559,14940.464962310572,1317716
1560,7796.891047965155,1317822
1561,7794.560249462217,1318822
1562,13278.759964642162,1319822
1563,18544.180783802945,1320822
1564,16465.11846675241,1321822
1565,22506.17594863773,1322822
1566,17914.716977194214,1323822
1567,16962.51904862203,1324822
1568,7241.22558540371,1324920
1569,6170.170146504168,1324999
1570,10675.837282133736,1325999
1571,13814.430967460845,1326999
1572,12083.68329994396,1327999
1573,8675.511218898244,1328999
1574,40098.68602529829,1329999
1575,7757.049009902121,1330091
1576,7049.803244350615,1331091
1577,13867.472495039454,1332091
1578,7887.467236845317,1332196
1579,8608.844935712974,1332634
1580,7535.656372941255,1332740
1581,15333.18835410944,1333740
1582,18042.793287817425,1334740
1583,29807.444842135425,1335251
1584,15208.58961045534,1336251
1585,7306.94952607349,1336335
1586,10449.377483072749,1336442
1587,10372.406287695014,1336543
1588,16042.154988588098,1337543
1589,15449.536609293318,1338543
1590,7110.90507854683,1338635
1591,16602.99181016801,1339635
1592,19335.679792508214,1340635
1593,11664.331296555843,1341635
1594,14648.606050269134,1342635
1595,11551.77962887876,1343635
1596,22404.479081429792,1344635
1597,20795.91762936979,1345635
1598,11764.571759351427,1346635
1599,8822.094099377357,1346727
1600,12569.677719085525,1346830
1601,19189.040393223582,1347830
1602,21372.66265759617,1348830
1603,14717.340993013197,1349830
1604,9561.029751096992,1350830
1605,23612.975085720253,1351830
1606,32799.77756385894,1352830
1607,18195.73811705492,1353830
1608,21327.85221280076,1354830
1609,16922.03881023291,1355830
1610,7368.30068693719,1355892
1611,8834.237816864055,1355971
1612,23523.013452332714,1356971
1613,9771.972670384488,1357080
1614,7810.309639796514,1357171
1615,15358.93755888014,1357302
1616,8310.488190958033,1357382
1617,8969.832273834283,1357485
1618,12783.059647816945,1358485
1619,13957.196949451529,1359485
1620,15618.860215345874,1360485
1621,16711.512277725324,1361485
1622,12326.966096452898,1362485
1623,10446.447251993082,1363485
1624,12567.771896662774,1364485
1625,20672.39697389749,1365485
1626,16232.686827233572,1366485
1627,13292.606313872351,1367485
1628,10738.867615410343,1367588
1629,21785.863492961664,1368588
1630,17043.408093484988,1369588
1631,13287.63420060168,1370588
1632,17050.653171021393,1371588
1633,6487.8781029673,1371664
1634,7677.060966935416,1371753
1635,25579.129077563102,1372753
1636,7007.471027419496,1372854
1637,9408.922709121727,1372959
1638,17344.23256249269,1373959
1639,10153.541983944371,1374066
1640,5774.6795816065205,1375066
1641,19905.07809824517,1376066
1642,10940.896961962488,1377066
1643,10935.187508804474,1377175
1644,15390.108099308136,1378175
1645,11669.495322027458,1379175
1646,8465.931563758655,1379277
1647,12880.682040239582,1380277
1648,14457.664746797042,1381277
1649,7509.690212664638,1381360
1650,19480.74961458164,1382360
1651,14893.076034183256,1383360
1652,16868.514890643015,1384360
1653,22477.40159436296,1385360
1654,8429.445044828024,1385464
1655,17615.177671549223,1386464
1656,11023.208007770678,1387464
1657,13640.789483793513,1388464
1658,11459.987110703278,1389464
1659,13988.359813610105,1390464
1660,14371.437858250823,1391464
1661,16866.859878524094,1392464
1662,16632.196418137057,1393464
1663,18870.816427117537,1394464
1664,16099.07253857874,1395464
1665,22591.23096507132,1396464
1666,8031.872403105652,1396575
1667,8401.417381762876,1396681
1668,8239.858407311596,1397681
1669,13782.78613136617,1398681
1670,8706.952260512695,1398805
1671,12501.310455588004,1399805
1672,8636.237152986869,1399916
1673,8573.513161910274,1400916
1674,5465.602687274313,1401916
1675,15314.01415148919,1402916
1676,8238.235043488128,1403222
1677,17679.071698079963,1404222
1678,14197.83484058111,1405222
1679,8236.444944307897,1405329
1680,13194.861662054953,1406329
1681,13420.480007329834,1407329
1682,10917.459338837376,1408329
1683,10619.61649425363,1408455
1684,8537.643772476516,1409455
1685,10847.74510435363,1410455
1686,10055.51132099179,1411455
1687,14876.78589169886,1412455
1688,15389.548566839378,1413455
1689,17609.99718963705,1414455
1690,12304.442102359711,1415455
1691,7371.675599637085,1416455
1692,13453.635991343028,1417455
1693,5696.45466348793,1418455
1694,13637.5500582679,1419455
1695,6654.072832680316,1420455
1696,15138.946814591243,1421455
1697,9749.275969080472,1422455
1698,7460.115480720856,1423455
1699,9006.513108062962,1424455
1700,15020.761996560674,1425455
1701,14963.497774113735,1426455
1702,17623.042297699267,1427455
1703,17216.01146851752,1428455
1704,17712.719528773116,1429455
1705,14777.81261551254,1430455
1706,18392.275010126286,1431455
1707,13929.724791984734,1432455
1708,9231.612096284323,1433455
1709,11450.854868932973,1434455
1710,15821.655181734017,1435455
1711,27808.49411677393,1436455
1712,16428.76414528013,1437455
1713,13116.812869378084,1438455
1714,13551.277231282342,1439455
1715,12478.060408868125,1440455
1716,15424.516048847136,1441455
1717,15074.233686533986,1442455
1718,14358.641920509464,1443455
1719,13526.58849201692,1444455
1720,13676.711814789503,1445455
1721,15008.970667563255,1446455
1722,20489.97708022452,1447455
1723,17387.479072161987,1448455
1724,8215.87164265771,1449455
1725,4809.919184659418,1450455
1726,11275.77694221569,1451455
1727,15161.68097280434,1452455
1728,14033.380788792663,1453455
1729,5588.10717405769,1454455
1730,10362.564847902924,1455455
1731,7457.34598837087,1455542
1732,8899.085376559393,1456542
1733,14276.250410213828,1457542
1734,11510.133744527511,1458542
1735,15207.274239501314,1459542
1736,15459.604190719396,1460542
1737,13305.704832424442,1461542
1738,16019.252392280026,1462542
1739,13241.679645888284,1463542
1740,15702.75305695703,1464542
1741,9985.682438418416,1465124
1742,11719.639047963732,1465265
1743,6601.843369027328,1465369
1744,6850.387731775908,1466369
1745,11999.765782766064,1467369
1746,7496.152108692263,1467479
1747,23865.067941491703,1468479
1748,9032.248000466749,1469479
1749,7295.481950186074,1470479
1750,5010.315176544363,1471479
1751,4796.074450334035,1472479
1752,4481.0930759998855,1473479
1753,6567.357990924978,1474479
1754,8071.593632762808,1475479
1755,6376.107281056575,1475566
1756,7937.465658781453,1475683
1757,4594.134856926377,1476683
1758,8439.81386305676,1477683
1759,7649.625141634205,1478683
1760,9706.22054435591,1479683
1761,5371.302460004619,1480683
1762,4790.816776065662,1481683
1763,4810.077749497382,1482683
1764,9066.995191382017,1482807
1765,4357.303070904432,1483807
1766,7918.790010647522,1484807
1767,4659.884880701259,1485807
1768,10585.71038299174,1486807
1769,16230.012542448192,1487807
1770,12939.45665761552,1488807
1771,6980.941350860625,1489807
1772,4497.889213487704,1490807
1773,4370.361982013818,1491807
1774,4538.104298220707,1492807
1775,4071.537664808567,1493807
1776,5130.218592051709,1494807
1777,11492.841617346874,1494923
1778,4354.718319110214,1495923
1779,4152.468276363844,1496923
1780,5641.52973136609,1497923
1781,9386.88339511393,1498923
1782,13854.34065932235,1499923
1783,8117.564593222961,1500923
1784,16609.72719086364,1501923
1785,12906.48424492554,1502923
1786,6907.45527665838,1503017
1787,15178.072555834764,1504017
1788,12096.809749001995,1505017
1789,15530.45482589733,1506017
1790,12817.180600644218,1507017
1791,18475.797735719185,1508017
1792,14909.571839552087,1509017
1793,5131.895763336146,1510017
1794,6284.925968367264,1511017
1795,9208.898244570291,1512017
1796,5300.0931034177975,1512093
1797,17928.87995764278,1513093
1798,17073.28706950702,1514093
1799,14005.003437228554,1515093
1800,10280.5621016902,1516093
1801,13760.711560647633,1517093
1802,14537.327043664824,1518093
1803,12660.293247545673,1519093
1804,12219.24148590505,1520093
1805,12486.947595008636,1521093
1806,13245.66205196888,1522093
1807,14270.613510535002,1523093
1808,10745.443217664351,1524093
1809,7587.416575318793,1525093
1810,15742.224770906854,1526093
1811,7577.497399390696,1527093
1812,5540.745500111963,1528093
1813,4857.20748307865,1529093
1814,7262.062421070468,1530093
1815,9273.379750565466,1531093
1816,8409.93047560165,1532093
1817,14559.21017819067,1533093
1818,5813.1606175200695,1534093
1819,13838.340825462688,1535093
1820,9770.617889807469,1536093
1821,7132.4632457382695,1537093
1822,4180.138720658121,1538093
1823,12123.901397792704,1539093
1824,10641.388298464786,1540093
1825,13157.875733269551,1541093
1826,10040.528370064036,1542093
1827,5648.41663967269,1543093
1828,5675.598907049194,1544093
1829,7324.230560662231,1545093
1830,9598.97215740064,1546093
1831,7174.737286216443,1547093
1832,11679.245014418177,1548093
1833,14992.568728340471,1549093
1834,8218.534460613982,1550093
1835,14294.48280735054,1551093
1836,16439.25968487842,1552093
1837,13847.270028558474,1553093
1838,7586.488993782847,1554093
1839,14274.414132987018,1555093
1840,4734.431739756948,1556093
1841,10396.67804309134,1557093
1842,14013.184804238075,1558093
1843,8231.982596586797,1559093
1844,15407.894607117294,1560093
1845,7426.717270554558,1561093
1846,15299.10900239267,1562093
1847,14409.588743163296,1563093
1848,15642.265860192858,1564093
1849,24670.210087525807,1565093
1850,18201.964582968583,1566093
1851,14332.626895000278,1567093
1852,15000.149930904308,1568093
1853,16751.614566348424,1569093
1854,16037.0868181393,1570093
1855,16538.934035001344,1571093
1856,13962.599100658232,1572093
1857,22818.466297120365,1573093
1858,9620.399434985113,1574093
1859,16457.264448926755,1575093
1860,18978.99532542369,1576093
1861,19552.285868812865,1577093
1862,15113.70994265027,1578093
1863,19186.05904394795,1579093
1864,17079.373888713733,1580093
1865,9018.147499955749,1580212
1866,35082.7048321303,1581212
1867,18357.0326404653,1582212
1868,17930.42468856951,1583212
1869,15095.75559132834,1584212
1870,43035.84708899531,1585212
1871,33212.40731069796,1586212
1872,16479.03153536182,1587212
1873,14696.982706052124,1588212
1874,15258.41137275412,1589212
1875,11567.455215690889,1589342
1876,17492.851060784807,1590342
1877,16784.49439762951,1591342
1878,16293.480205033868,1592342
1879,19500.436282380462,1593342
1880,18203.442925615705,1594342
1881,23343.929974981693,1595342
1882,19873.37256531504,1596342
1883,17501.574086510933,1597342
1884,29687.27053774317,1598342
1885,16261.397770352893,1599342
1886,15103.395583060426,1600342
1887,15725.071952241497,1601342
1888,14704.354208054789,1602342
1889,15903.553328808255,1603342
1890,14920.159408198808,1604342
1891,17457.993691277818,1605342
1892,21718.63256100269,1606342
1893,19656.65746560521,1607342
1894,16148.323794978718,1608342
1895,17283.372108315976,1609342
1896,15576.40696596762,1610342
1897,17137.607010834934,1611342
1898,14728.388187040133,1612342
1899,15689.76220832627,1613342
1900,17976.18767115527,1614342
1901,14368.74283947519,1615342
1902,14598.09963502618,1616342
1903,14704.0994075104,1617342
1904,23965.56100684956,1618342
1905,15423.734470906424,1619342
1906,15334.589642555527,1620342
1907,9988.881042144683,1621342
1908,12188.14923893947,1622342
1909,11349.17784905264,1623342
1910,12982.119707537384,1624342
1911,19991.51627960284,1625342
1912,18074.93678584891,1626342
1913,16182.98400730243,1627342
1914,16348.044498698946,1628342
1915,15062.2505840379,1629342
1916,17273.961337458608,1630342
1917,13932.218319622512,1631342
1918,14846.69653449675,1632342
1919,11916.927850330629,1633342
1920,14951.72319362054,1634342
1921,14998.066767855047,1635342
1922,15878.4604677733,1636342
1923,14691.745695325202,1637342
1924,16867.99448174313,1638342
1925,21497.37538997128,1639342
1926,15486.030559242225,1640342
1927,14873.006538664293,1641342
1928,15503.412304018551,1642342
1929,19926.098542909025,1643342
1930,16218.07854972176,1644342
1931,13991.822636811316,1645342
1932,9355.566659776814,1645443
1933,15052.518018951188,1646443
1934,20379.33650414038,1647443
1935,16581.516549059474,1648443
1936,16830.070966985295,1649443
1937,16575.0535656875,1650443
1938,18004.32537769452,1651443
1939,15628.863312876714,1652443
1940,18770.88098279717,1653443
1941,15792.74321453404,1654443
1942,17963.12015901693,1655443
1943,18132.12450662356,1656443
1944,15481.986747340872,1657443
1945,11334.088806097005,1657567
1946,17551.744177870336,1658567
1947,7438.231743784847,1658651
1948,16541.080955487116,1659651
1949,15256.322179044531,1660651
1950,15349.108473356724,1661651
1951,17780.00826271652,1662651
1952,19804.48255260565,1663651
1953,8860.705049440032,1663751
1954,15941.751691853353,1664751
1955,16587.71632028743,1665751
1956,16742.424757008932,1666751
1957,27304.96776084131,1667751
1958,15590.59742300847,1668751
1959,12251.557134627636,1668849
1960,13129.978368879683,1669849
1961,12215.365918755524,1670849
1962,5437.442185678433,1671849
1963,4116.259967516387,1672849
1964,4636.84755980367,1673849
1965,6412.373160099773,1674849
1966,5702.951337411947,1675849
1967,25841.56143753056,1675993
1968,4612.660518485461,1676993
1969,11312.960996191216,1677093
1970,5739.715242605948,1678093
1971,7305.160691835586,1678184
1972,4482.799426895593,1679184
1973,4781.052665350732,1680184
1974,3960.1907869594415,1681184
1975,7127.733161248204,1681252
1976,7755.088379315268,1681362
1977,9408.45784939503,1681465
1978,6701.848641254482,1681555
1979,9412.89634536928,1681650
1980,3935.113808994257,1682650
1981,4685.564843258454,1683650
1982,8184.209211179689,1683723
1983,10336.922758649038,1683836
1984,8633.274759115919,1683919
1985,3888.016252516288,1684919
1986,3927.8327051696615,1685919
1987,4785.204866411298,1686919
1988,7119.014792904294,1686998
1989,4521.360920605062,1687998
1990,8430.255826061259,1688119
1991,2787.1645341345943,1689119
1992,9054.924171396297,1689234
1993,9993.862767138402,1690234
1994,5084.057555385621,1691234
1995,14992.436280738835,1692234
1996,15573.592552198714,1693234
1997,14500.636871539164,1694234
1998,16006.871114426614,1695234
1999,14797.465596321532,1696234
